Record ID,Company Name,Industry,Carbon Emissions (MT),Water Usage (m^3),Energy Consumption (MWh),Waste Generation (MT),Recycling Rate (%),Supply Chain Sustainability Score,Employee Transportation Mode,Renewable Energy Use (%),Sustainability Training,Community Engagement Score,Sustainability Reporting Frequency,Eco-friendly Product Lines (%),Investment in Sustainability (USD),Third-party Sustainability Certification,Customer Feedback Score on Sustainability,Sustainable Packaging Initiatives,Likelihood of Achieving Sustainability Goals
2511.0,Company_2511,Textile,20131.0,421662.0,25722.0,10669.0,60.0965559216082,46.0,Public Transport,18.14418256144618,Yes,80.0,Bi-annually,50.45536671708423,2344519.0,Yes,87.0,4.0,0.3981369239438518
2512.0,Company_2512,Electronics,28454.0,94624.0,37342.0,16768.0,71.96708724711903,56.0,Car,45.327616811082585,Yes,44.0,Annually,38.14496257993099,2723089.0,No,82.0,1.0,0.3639622177579976
2513.0,Company_2513,Textile,12180.0,468139.0,45853.0,13994.0,34.93614863922968,95.0,Car,36.65551255377724,No,30.0,Quarterly,70.8140277805733,640592.0,No,85.0,1.0,0.7885422057027567
2514.0,Company_2514,Food & Beverages,49738.0,237860.0,48255.0,12425.0,39.81280838672093,73.0,Bike,60.12361791240758,No,73.0,Quarterly,64.98171163906645,565965.0,No,65.0,1.0,0.910624021620708
2515.0,Company_2515,IT,40132.0,286053.0,10188.0,22292.0,59.90912021263431,83.0,Public Transport,24.363973935982084,No,46.0,Annually,21.571847261289115,1258589.0,No,75.0,5.0,0.6181744255002639
2516.0,Company_2516,Electronics,7164.0,188531.0,26957.0,17353.0,51.4506428995915,73.0,Bike,70.78327886068958,No,47.0,Bi-annually,53.00240768748137,3795919.0,No,69.0,3.0,0.7970619427287365
2517.0,Company_2517,Healtchare,1000000.0,681275.0,26629.0,7433.0,45.93781103426204,73.0,Walking,20.84307032296754,Yes,87.0,Annually,77.03885843189067,4767905.0,Yes,57.0,3.0,0.1305256764593346
2518.0,Company_2518,Pharmaceutical,1242.0,832208.0,8163.0,23962.0,50.84386156063015,95.0,Bike,37.6252571788613,Yes,80.0,Quarterly,43.93751390895319,2945615.0,Yes,95.0,5.0,0.083855006623255
2519.0,Company_2519,Textile,23339.0,303505.0,14217.0,23859.0,41.987484772511934,98.0,Car,46.743378307507264,Yes,65.0,Bi-annually,75.57333296610692,4085126.0,Yes,87.0,3.0,0.7505992981042583
2520.0,Company_2520,Electronics,37994.0,312216.0,43791.0,11109.0,74.15117797176539,59.0,Car,29.268643947071894,No,30.0,Annually,43.3851092852701,4937557.0,Yes,76.0,6.0,0.926308535179258
2521.0,Company_2521,Pharmaceutical,37435.0,937156.0,43784.0,22317.0,65.31101107135807,63.0,Walking,61.30015526068006,Yes,38.0,Annually,53.23699808736342,3919520.0,Yes,72.0,1.0,0.8874743218670125
2522.0,Company_2522,Automobile,8644.0,180634.0,46239.0,8246.0,69.60628054120073,99.0,Car,41.08959184822828,Yes,60.0,Quarterly,77.42711631946365,4201980.0,Yes,64.0,0.0,0.0946447451489022
,,,,,,,,,,,,,,,,,,,
2524.0,Company_2524,Electronics,12121.0,83181.0,19619.0,24876.0,36.90106793041046,54.0,Public Transport,28.45640083122004,Yes,90.0,Bi-annually,24.10794839775026,329064.0,No,50.0,4.0,0.7107810967367099
2525.0,Company_2525,Food & Beverages,44118.0,768170.0,26004.0,24732.0,32.55863391918613,63.0,Bike,24.46008723440181,No,79.0,Annually,55.38837162530324,3547254.0,Yes,79.0,0.0,0.5013177681883842
2526.0,Company_2526,Pharmaceutical,28602.0,398528.0,35296.0,6069.0,67.80158500450602,79.0,Bike,31.041765868617333,Yes,56.0,Bi-annually,34.8792193757518,4199581.0,Yes,90.0,1.0,0.2259027557355148
2527.0,Company_2527,Food & Beverages,26488.0,768503.0,37456.0,11493.0,77.49904456921485,66.0,Walking,16.29338247738847,No,77.0,Quarterly,70.0067998770357,4333054.0,Yes,59.0,5.0,0.9568264524459024
2528.0,Company_2528,Textile,5894.0,849090.0,20993.0,20370.0,21.245068784200257,52.0,Bike,61.01662661952454,Yes,91.0,Bi-annually,26.594535766966604,3147145.0,No,61.0,6.0,0.8909177182824234
2529.0,Company_2529,IT,22575.0,319252.0,42182.0,12019.0,21.223366763446265,64.0,Public Transport,36.80294002082249,Yes,61.0,Quarterly,53.34083198072628,4856707.0,No,98.0,2.0,0.883635156795029
2530.0,Company_2530,Pharmaceutical,6820.0,501558.0,42121.0,5772.0,75.33642393178475,95.0,Bike,60.56326394354577,Yes,42.0,Quarterly,69.66382103848215,2557585.0,Yes,99.0,3.0,0.7699775632792013
2531.0,Company_2531,Food & Beverages,44167.0,492642.0,25939.0,6112.0,50.34529273538848,99.0,Walking,36.23664954664085,Yes,44.0,Annually,58.00953959811115,3195754.0,Yes,79.0,5.0,0.5205246351373901
2532.0,Company_2532,Healtchare,1000000.0,75540.0,48263.0,12121.0,73.56354849151086,93.0,Walking,55.147634908540944,Yes,48.0,Bi-annually,76.87116605679526,3241784.0,Yes,92.0,0.0,0.8262129912425502
2533.0,Company_2533,IT,7175.0,589720.0,24142.0,17806.0,62.52907929839429,51.0,Public Transport,63.393087134331104,Yes,78.0,Annually,48.50492385573035,276226.0,No,81.0,0.0,0.5770811267982273
2534.0,Company_2534,Automobile,22580.0,575976.0,21913.0,7882.0,40.98205470009859,62.0,Walking,16.703093309199705,No,67.0,Annually,25.547963128250835,1366896.0,Yes,96.0,2.0,0.4273119540373176
2535.0,Company_2535,Automobile,8773.0,459148.0,45138.0,1667.0,26.989682769625908,88.0,Bike,12.415526038537262,No,79.0,Annually,16.011717153808302,3996018.0,Yes,99.0,2.0,0.7219770105318666
2536.0,Company_2536,Automobile,33804.0,336556.0,16072.0,11080.0,52.187192137740624,92.0,Walking,24.802303348340075,Yes,66.0,Quarterly,74.8061904592492,3090214.0,No,88.0,2.0,0.9000766705481653
2537.0,Company_2537,Textile,22008.0,883314.0,35293.0,6959.0,75.98266059502376,51.0,Bike,12.525631040974064,Yes,65.0,Annually,39.91620964670351,2044191.0,Yes,61.0,2.0,0.7219901638225792
2538.0,Company_2538,Food & Beverages,24940.0,225611.0,29353.0,18976.0,46.6384042037681,98.0,Public Transport,37.74685209723606,No,58.0,Bi-annually,18.161126362748067,2057395.0,Yes,55.0,2.0,0.0198903797231821
2539.0,Company_2539,IT,36273.0,949249.0,6351.0,3173.0,48.06251821480417,51.0,Car,55.10731798497297,Yes,97.0,Quarterly,53.77866435278853,2289725.0,No,71.0,0.0,0.4248552678948387
2540.0,Company_2540,Automobile,5716.0,553972.0,20898.0,16670.0,35.46872443622977,87.0,Public Transport,27.0687536521831,Yes,94.0,Quarterly,11.34195535270079,301141.0,Yes,58.0,5.0,0.7373013494476364
2541.0,Company_2541,Food & Beverages,40630.0,923832.0,42283.0,14972.0,22.98580698903747,44.0,Public Transport,45.04949639348489,Yes,77.0,Quarterly,59.29982767412723,1224133.0,No,77.0,1.0,0.6132019982949597
2542.0,Company_2542,Textile,36320.0,279096.0,27311.0,21980.0,32.270299580979014,76.0,Public Transport,31.99030343409905,Yes,52.0,Annually,53.393486322504096,2492811.0,Yes,73.0,3.0,0.0857808618639663
2543.0,Company_2543,Pharmaceutical,1203.0,438020.0,48117.0,22951.0,51.9485163164093,83.0,Public Transport,76.05901679350842,No,55.0,Bi-annually,43.55619344422102,1165185.0,Yes,64.0,4.0,0.8293736327207651
2544.0,Company_2544,Pharmaceutical,41682.0,56119.0,27413.0,1002.0,50.401089626571554,87.0,Bike,62.73610364728623,Yes,90.0,Bi-annually,49.7592908145688,4434257.0,No,70.0,3.0,0.9574398580106742
2545.0,Company_2545,Textile,12762.0,586254.0,29288.0,7641.0,37.98965249656926,54.0,Walking,16.57084726638887,No,48.0,Annually,19.49068077865997,4315829.0,Yes,74.0,3.0,0.0224474364714586
,,,,,,,,,,,,,,,,,,,
2547.0,Company_2547,Textile,17009.0,45408.0,11698.0,16963.0,37.20255214127812,74.0,Walking,64.76780953544376,Yes,79.0,Quarterly,13.678093276294929,4033372.0,No,92.0,2.0,0.0990846074001643
2548.0,Company_2548,Textile,43554.0,176153.0,1115.0,15389.0,75.06484785112895,56.0,Public Transport,49.528587259050845,No,44.0,Bi-annually,13.06873657471968,1131619.0,Yes,64.0,2.0,0.71986109592471
2549.0,Company_2549,IT,33380.0,405653.0,30782.0,6803.0,51.68155775500048,91.0,Bike,54.80811419384799,Yes,67.0,Annually,37.52859238347481,4707566.0,Yes,72.0,6.0,0.4493873682257534
2550.0,Company_2550,Food & Beverages,44080.0,32965.0,27487.0,16394.0,37.06097476390016,55.0,Public Transport,31.09300253691153,No,50.0,Annually,59.33941132166508,2471613.0,Yes,89.0,0.0,0.5849370333850702
2551.0,Company_2551,Pharmaceutical,19169.0,548871.0,37061.0,3724.0,44.472311401667966,43.0,Car,27.027623349947177,No,72.0,Quarterly,16.203797523015805,3245637.0,Yes,86.0,2.0,0.1434937660927714
2552.0,Company_2552,Textile,38876.0,348940.0,44577.0,4705.0,41.86449422257694,46.0,Car,59.17956747670234,No,82.0,Bi-annually,56.67863392634476,4140634.0,No,83.0,1.0,0.9189146710672008
2553.0,Company_2553,Food & Beverages,35166.0,376613.0,42651.0,12680.0,58.68872542073648,69.0,Car,14.252334071068734,Yes,89.0,Annually,27.787333528471358,1329609.0,Yes,68.0,4.0,0.1619247767036808
2554.0,Company_2554,Textile,48999.0,229643.0,12597.0,5355.0,35.40149167869328,56.0,Walking,29.59004903561044,Yes,83.0,Quarterly,52.11431554478283,2255806.0,Yes,93.0,0.0,0.4136678371039505
2555.0,Company_2555,Automobile,28601.0,268273.0,32439.0,1564.0,51.82398130038263,57.0,Bike,30.19856244166113,Yes,90.0,Annually,26.0085582777461,906328.0,No,78.0,2.0,0.3788208515870791
2556.0,Company_2556,IT,32396.0,892150.0,18580.0,8099.0,59.620793080189294,57.0,Walking,44.88604001014798,Yes,34.0,Annually,23.87169952308242,4245010.0,Yes,81.0,1.0,0.0949283457403048
2557.0,Company_2557,Food & Beverages,24666.0,993900.0,18208.0,21164.0,73.10766827794139,69.0,Car,37.01810135575448,No,43.0,Bi-annually,57.10057495214653,2919866.0,Yes,50.0,3.0,0.821674679089971
2558.0,Company_2558,Food & Beverages,1326.0,735392.0,21802.0,16843.0,47.940321531873785,45.0,Walking,75.10358662271237,Yes,73.0,Bi-annually,62.45686141748943,3738970.0,Yes,70.0,3.0,0.6683554718942264
2559.0,Company_2559,Automobile,46230.0,442554.0,29541.0,18674.0,34.881466517263064,54.0,Walking,63.944677070214816,No,76.0,Bi-annually,34.804861771050305,2214137.0,Yes,68.0,4.0,0.5831755624166961
2560.0,Company_2560,Pharmaceutical,3070.0,169575.0,41815.0,20228.0,72.29636121006548,89.0,Public Transport,17.740447809766632,No,52.0,Quarterly,61.28702460440974,2632118.0,Yes,88.0,2.0,0.5828657588510091
2561.0,Company_2561,IT,36042.0,952116.0,36358.0,11118.0,64.43117996075179,67.0,Walking,61.04042251770892,No,93.0,Quarterly,41.6832175869568,2910699.0,Yes,66.0,4.0,0.8261475360637689
2562.0,Company_2562,Textile,20907.0,237081.0,5618.0,15031.0,28.588073184983774,52.0,Public Transport,20.844581822702683,No,34.0,Annually,37.73386016530357,2331493.0,No,65.0,3.0,0.4218991405977749
2563.0,Company_2563,Automobile,48781.0,522710.0,28088.0,19258.0,68.1714825891569,84.0,Car,60.26054217060346,No,73.0,Quarterly,72.32729018703975,4072001.0,No,80.0,3.0,0.7877033400232268
2564.0,Company_2564,IT,35175.0,135354.0,35980.0,23324.0,53.53940446809021,74.0,Walking,16.96309341091137,Yes,66.0,Annually,20.396088305482717,3021643.0,No,90.0,1.0,0.1849532989812897
2565.0,Company_2565,Automobile,23326.0,228682.0,27979.0,18993.0,70.32846308930951,64.0,Car,78.19830033131247,Yes,59.0,Annually,20.35584036258046,2699136.0,Yes,62.0,5.0,0.4665208416304091
2566.0,Company_2566,Textile,30168.0,902474.0,13029.0,21129.0,24.464918242279687,44.0,Car,54.205411082888695,Yes,88.0,Bi-annually,69.31432254680769,489572.0,Yes,50.0,3.0,0.4596438508520492
2567.0,Company_2567,Food & Beverages,23394.0,241203.0,20566.0,6753.0,40.98282337934293,63.0,Bike,53.55072403533838,No,32.0,Annually,33.66079216589415,951366.0,Yes,66.0,1.0,0.8729737859406365
2568.0,Company_2568,IT,18589.0,407829.0,4992.0,10362.0,36.487112979648174,54.0,Bike,25.143135609493807,Yes,71.0,Bi-annually,66.68049215247743,4796043.0,Yes,69.0,6.0,0.0725354869230746
2569.0,Company_2569,Automobile,46623.0,620359.0,43175.0,5974.0,53.375415698536735,47.0,Bike,35.422960738302265,Yes,96.0,Quarterly,49.591009076457325,4985888.0,No,97.0,0.0,0.0695252930782615
2570.0,Company_2570,Textile,18290.0,439962.0,15270.0,24907.0,45.97819378292019,90.0,Car,69.742718456717,No,57.0,Annually,66.31194605322682,4423306.0,Yes,65.0,1.0,0.5068557228971906
2571.0,Company_2571,Textile,18599.0,607972.0,19702.0,4720.0,77.84379403547717,67.0,Walking,28.163616647655594,No,39.0,Bi-annually,47.00596819539078,1375691.0,No,94.0,3.0,0.4424891716395822
2572.0,Company_2572,IT,28780.0,855289.0,46815.0,14193.0,72.14023211509763,68.0,Car,44.65023499286904,No,70.0,Annually,43.15538604435935,4609341.0,Yes,93.0,3.0,0.5262001740543765
2573.0,Company_2573,Automobile,30587.0,452502.0,12957.0,18594.0,53.90866706771113,91.0,Bike,21.22843252597252,Yes,57.0,Bi-annually,49.28756753348734,4184569.0,Yes,67.0,2.0,0.4577280165010082
2574.0,Company_2574,Food & Beverages,31071.0,737822.0,36023.0,12900.0,58.68369418118514,76.0,Public Transport,59.53900014625896,Yes,60.0,Quarterly,10.995110600866006,4050921.0,Yes,65.0,3.0,0.3780458894651315
2575.0,Company_2575,Pharmaceutical,16892.0,535844.0,3452.0,11331.0,47.449855728981404,55.0,Walking,77.65059000812752,Yes,66.0,Quarterly,25.250012163991723,758369.0,No,98.0,2.0,0.1187608523705333
2576.0,Company_2576,Electronics,34281.0,557401.0,13199.0,15866.0,43.386237050801526,97.0,Walking,76.18872068426498,Yes,61.0,Quarterly,73.9092562791398,3100561.0,No,85.0,1.0,0.4096005861504982
2577.0,Company_2577,Automobile,44260.0,78847.0,37451.0,19943.0,29.33231337653425,72.0,Car,40.45974208869031,Yes,71.0,Annually,29.708101265760305,4873287.0,No,85.0,2.0,0.4762559806470285
2578.0,Company_2578,Automobile,9051.0,846057.0,38542.0,3942.0,30.66999266533954,76.0,Bike,45.92826505239232,Yes,94.0,Bi-annually,39.37023993353434,1968089.0,Yes,58.0,5.0,0.4076781976025098
2579.0,Company_2579,Pharmaceutical,14700.0,690798.0,28136.0,18586.0,52.171687094344016,84.0,Public Transport,43.66111255129911,Yes,45.0,Quarterly,27.53265922803526,4771755.0,Yes,75.0,2.0,0.741804708901022
2580.0,Company_2580,Automobile,31676.0,197805.0,26427.0,12421.0,37.316091389180656,70.0,Bike,16.816765234989838,No,38.0,Annually,69.16676488827703,2386046.0,No,65.0,3.0,0.2615342623059558
2581.0,Company_2581,Pharmaceutical,28002.0,254642.0,13974.0,9956.0,76.09033203556179,78.0,Bike,37.25775676670703,Yes,51.0,Bi-annually,79.60152199068676,2817271.0,Yes,77.0,2.0,0.6201388084297641
2582.0,Company_2582,Automobile,21564.0,546707.0,30406.0,8233.0,34.32428970787555,68.0,Walking,70.87880288089306,Yes,89.0,Quarterly,18.62282424548904,4352933.0,No,96.0,3.0,0.1451045407899561
2583.0,Company_2583,IT,14947.0,377896.0,1182.0,24743.0,76.88335460582397,71.0,Bike,73.96524143932706,No,30.0,Annually,56.6846103027092,181487.0,Yes,96.0,1.0,0.9469349903560124
2584.0,Company_2584,Pharmaceutical,17986.0,448252.0,25116.0,20207.0,35.31839246691282,40.0,Bike,14.109669299258057,Yes,62.0,Bi-annually,77.79376631578553,1204811.0,Yes,60.0,3.0,0.672989795968855
2585.0,Company_2585,Textile,32083.0,897883.0,40242.0,7901.0,73.87355639142596,99.0,Bike,23.1323218961592,No,36.0,Bi-annually,45.75306548253209,1305779.0,No,75.0,1.0,0.1574448431655535
2586.0,Company_2586,Electronics,12408.0,21739.0,6547.0,17241.0,28.929369095339545,97.0,Public Transport,70.00901152738231,Yes,50.0,Annually,72.64700857644164,3615796.0,No,82.0,2.0,0.0190627759998529
2587.0,Company_2587,Electronics,41080.0,126758.0,24147.0,14858.0,28.86450024048525,69.0,Public Transport,58.37729885581987,Yes,70.0,Annually,25.304808055759388,3591690.0,No,52.0,2.0,0.3132848897257324
2588.0,Company_2588,Electronics,38772.0,748040.0,23917.0,13672.0,67.69691779879648,70.0,Walking,38.4858417804586,No,46.0,Annually,72.03312223501871,2143234.0,Yes,92.0,2.0,0.4569157263325265
2589.0,Company_2589,Food & Beverages,23035.0,478980.0,3757.0,6135.0,60.91815805779053,46.0,Car,59.249164385816286,Yes,54.0,Bi-annually,40.962974041578974,4271539.0,No,72.0,5.0,0.0509384445155215
2590.0,Company_2590,Pharmaceutical,14823.0,51152.0,10070.0,18759.0,53.94394542790253,75.0,Walking,36.51532085063185,Yes,71.0,Bi-annually,65.7578498546621,849778.0,Yes,99.0,3.0,0.0665150505010785
2591.0,Company_2591,Food & Beverages,45038.0,962999.0,20537.0,5173.0,26.93119615181629,73.0,Public Transport,60.054400882217294,Yes,91.0,Quarterly,69.53623823701223,3367049.0,Yes,66.0,4.0,0.8294589454715803
2592.0,Company_2592,Automobile,48427.0,817101.0,41815.0,16261.0,39.5021598717623,71.0,Car,36.96290382205272,Yes,49.0,Annually,37.49874171959253,4470296.0,Yes,94.0,4.0,0.8691715850623626
,,,,,,,,,,,,,,,,,,,
2594.0,Company_2594,Textile,30146.0,433974.0,45141.0,9521.0,72.96768291994618,77.0,Walking,50.141605015157474,Yes,76.0,Quarterly,18.59945126933716,1135323.0,Yes,88.0,4.0,0.5455722820232363
2595.0,Company_2595,IT,18184.0,284163.0,22567.0,791.0,51.86821408710605,44.0,Bike,36.34197052388251,Yes,43.0,Bi-annually,77.12493732648818,2685567.0,Yes,92.0,3.0,0.9377629708401168
2596.0,Company_2596,Automobile,38472.0,853122.0,47006.0,5535.0,36.93878889376243,59.0,Car,47.0397790693989,Yes,61.0,Bi-annually,41.40635117330248,4906456.0,No,68.0,9.0,0.7273882494258573
2597.0,Company_2597,IT,33653.0,196343.0,34550.0,6671.0,60.32465348155284,88.0,Public Transport,75.37181068936042,Yes,62.0,Annually,78.80583278540952,658781.0,No,51.0,5.0,0.0668456874886537
2598.0,Company_2598,Electronics,34138.0,949684.0,39843.0,1857.0,30.42445317998501,41.0,Public Transport,25.91666618537866,No,76.0,Annually,59.48661016904896,1275127.0,No,52.0,3.0,0.8378123907438035
2599.0,Company_2599,Textile,42532.0,327581.0,30676.0,5251.0,68.43601453650533,66.0,Car,78.86697440419431,No,30.0,Annually,53.19355995933394,4603691.0,No,89.0,4.0,0.8776529156432291
2600.0,Company_2600,Automobile,48129.0,379379.0,4984.0,22696.0,36.13749934102756,63.0,Car,40.71521061781779,Yes,61.0,Annually,34.03867146636098,1256552.0,Yes,77.0,4.0,0.9903860268275269
2601.0,Company_2601,IT,16550.0,146196.0,48985.0,10968.0,36.579629906345005,79.0,Walking,46.23641419977768,No,78.0,Annually,52.470714378738286,3013964.0,Yes,76.0,4.0,0.1212650643457214
2602.0,Company_2602,Textile,36097.0,46153.0,16699.0,3090.0,73.20487249535617,67.0,Walking,72.68555273948621,No,31.0,Annually,71.62108589583548,2449866.0,No,56.0,2.0,0.7360262259971855
2603.0,Company_2603,Textile,17129.0,535688.0,48643.0,14594.0,62.14137454479492,44.0,Walking,10.985816560157716,Yes,93.0,Quarterly,27.6236991377517,3671009.0,Yes,97.0,4.0,0.1711312021789144
2604.0,Company_2604,Pharmaceutical,21774.0,468194.0,18940.0,24889.0,58.23983647603862,69.0,Public Transport,15.812051465236612,No,60.0,Bi-annually,46.613333712192365,1132364.0,No,56.0,2.0,0.4167845045651338
2605.0,Company_2605,Pharmaceutical,20158.0,41594.0,8687.0,10701.0,52.14374642271862,62.0,Public Transport,57.9736218030087,No,35.0,Annually,28.859693448364183,2891035.0,Yes,99.0,1.0,0.2659172524806358
2606.0,Company_2606,Automobile,37388.0,364922.0,38950.0,19703.0,39.26999799260972,95.0,Public Transport,34.49226859116396,Yes,92.0,Quarterly,65.53083566817418,4422740.0,No,98.0,3.0,0.4263251120345289
2607.0,Company_2607,Food & Beverages,41415.0,925822.0,3467.0,16933.0,21.945051782089976,96.0,Walking,38.49933064507052,Yes,41.0,Annually,28.121517583513015,4002451.0,No,72.0,1.0,0.5278675997295913
2608.0,Company_2608,IT,33512.0,775615.0,33399.0,14184.0,45.891596120252544,57.0,Walking,61.78941812675842,Yes,75.0,Quarterly,25.52501567439168,4339274.0,Yes,72.0,2.0,0.3129373155011571
2609.0,Company_2609,IT,41299.0,978750.0,15682.0,12203.0,66.90271874509713,70.0,Bike,48.72195221031119,No,91.0,Quarterly,40.76139336042639,271672.0,No,83.0,2.0,0.2684560517410942
,,,,,,,,,,,,,,,,,,,
2611.0,Company_2611,Pharmaceutical,12938.0,171877.0,41451.0,16633.0,20.872078528189466,81.0,Car,39.41107911040338,Yes,31.0,Annually,64.76115354779733,3852027.0,Yes,93.0,1.0,0.4878247651505933
2612.0,Company_2612,Electronics,6334.0,107701.0,43641.0,8876.0,48.05690940382604,52.0,Walking,25.33776905173796,Yes,87.0,Quarterly,29.749195539504694,143242.0,No,85.0,2.0,0.3482689845552211
2613.0,Company_2613,Automobile,31670.0,643403.0,24054.0,24958.0,45.39777541733737,84.0,Bike,22.640583409889565,Yes,44.0,Bi-annually,19.25367802327049,4989949.0,No,69.0,2.0,0.1318636081891857
2614.0,Company_2614,Automobile,4288.0,85364.0,21931.0,9479.0,63.14968894181092,88.0,Public Transport,10.1332947006625,Yes,77.0,Bi-annually,57.314628465731886,4799344.0,Yes,90.0,0.0,0.4539698780036006
2615.0,Company_2615,Pharmaceutical,2839.0,361673.0,29182.0,7547.0,73.60555695131637,63.0,Car,17.207300529474736,No,94.0,Bi-annually,61.06701498878103,2070256.0,No,81.0,1.0,0.2887039055746605
,,,,,,,,,,,,,,,,,,,
2617.0,Company_2617,IT,45524.0,765069.0,26860.0,5946.0,50.8878635858522,42.0,Car,63.79206952542746,Yes,80.0,Bi-annually,25.95558803867265,1544440.0,No,61.0,0.0,0.7031064217906251
2618.0,Company_2618,IT,45662.0,755695.0,21851.0,15454.0,26.11285761692467,65.0,Bike,29.836904182301303,Yes,67.0,Bi-annually,22.25123782979966,2363870.0,Yes,57.0,1.0,0.9881126325501504
2619.0,Company_2619,Pharmaceutical,25461.0,562541.0,45535.0,10487.0,53.99104935953205,81.0,Car,36.09428360587382,Yes,82.0,Annually,71.13306771416387,4001104.0,Yes,75.0,6.0,0.6319411491528106
2620.0,Company_2620,Electronics,9083.0,950802.0,46025.0,523.0,42.49740180400869,42.0,Car,65.57833073826717,Yes,82.0,Bi-annually,13.461430855201186,866478.0,No,73.0,3.0,0.8934583962050329
2621.0,Company_2621,IT,39503.0,845722.0,35031.0,953.0,76.39443904537984,62.0,Bike,54.752625137765136,No,71.0,Annually,26.966738513616004,591239.0,Yes,84.0,4.0,0.9582221922614774
2622.0,Company_2622,Textile,47634.0,978791.0,48825.0,18511.0,52.49740165533749,46.0,Walking,38.56710593832201,Yes,56.0,Quarterly,40.20442015517058,2444860.0,Yes,58.0,2.0,0.1217319197025454
2623.0,Company_2623,Pharmaceutical,48868.0,40237.0,17229.0,23149.0,73.45541105884462,99.0,Bike,26.874442751465807,Yes,93.0,Bi-annually,44.72271107266016,3148618.0,No,66.0,2.0,0.7846891989419895
2624.0,Company_2624,Food & Beverages,44055.0,128369.0,31200.0,16339.0,20.44794846641583,95.0,Bike,52.67206651194545,No,95.0,Bi-annually,52.31186302345719,3738891.0,No,78.0,2.0,0.118931519320576
2625.0,Company_2625,Electronics,26936.0,269053.0,6298.0,24514.0,35.15605959043592,93.0,Public Transport,72.26260519180425,Yes,89.0,Quarterly,78.82511642219501,3044384.0,No,99.0,0.0,0.6955822019812012
2626.0,Company_2626,Textile,39936.0,461509.0,24498.0,21065.0,48.05970355259113,77.0,Public Transport,58.7496345057589,No,68.0,Annually,32.69858992288734,4534166.0,No,51.0,4.0,0.8610071213732163
2627.0,Company_2627,Electronics,32538.0,970257.0,2858.0,12142.0,30.71224480963228,94.0,Walking,12.674550117887431,Yes,37.0,Quarterly,68.53691126618064,3327616.0,Yes,70.0,3.0,0.0585738944634862
,,,,,,,,,,,,,,,,,,,
2629.0,Company_2629,Automobile,45483.0,870507.0,8637.0,3150.0,28.94808976699136,44.0,Car,54.4768352166089,No,84.0,Annually,58.58170560804582,1591838.0,Yes,93.0,6.0,0.4864745780167646
2630.0,Company_2630,Food & Beverages,8238.0,150318.0,34792.0,8990.0,54.910762689025226,55.0,Bike,56.88211228415005,No,99.0,Quarterly,48.64534052562228,1860863.0,No,62.0,3.0,0.6894680570719782
2631.0,Company_2631,Textile,23473.0,655605.0,25496.0,19087.0,21.050111589121773,99.0,Car,52.5928480456117,Yes,82.0,Annually,17.37974485765978,3983025.0,No,92.0,2.0,0.1496298780642647
2632.0,Company_2632,Pharmaceutical,17939.0,217308.0,42821.0,13101.0,22.98266359136301,82.0,Bike,60.41444028550956,No,59.0,Bi-annually,70.37574214360525,1104193.0,Yes,78.0,2.0,0.2545759183422286
2633.0,Company_2633,IT,47937.0,147416.0,22599.0,1375.0,32.9818124488452,76.0,Car,55.23528927281956,No,65.0,Quarterly,56.45030346734224,2131217.0,Yes,75.0,7.0,0.0933360976736339
2634.0,Company_2634,Electronics,2370.0,987482.0,29327.0,18163.0,41.71216156890662,46.0,Public Transport,32.2989691395277,No,49.0,Quarterly,30.91981799875062,1931335.0,No,73.0,4.0,0.8694586555588695
2635.0,Company_2635,Textile,43645.0,924154.0,17544.0,19501.0,35.83374235581632,83.0,Bike,49.23976972594942,Yes,72.0,Bi-annually,79.16453615889324,58345.0,Yes,81.0,5.0,0.6283334000248845
2636.0,Company_2636,Textile,39687.0,269993.0,18897.0,2931.0,25.628224698912536,63.0,Bike,61.14238663454976,No,84.0,Bi-annually,70.8963909612462,4272957.0,Yes,87.0,3.0,0.127272416320615
2637.0,Company_2637,Pharmaceutical,21212.0,491300.0,10475.0,17310.0,30.53101279358683,40.0,Bike,38.551122790361845,No,99.0,Bi-annually,10.549409762267045,3566123.0,Yes,80.0,8.0,0.8871538911147011
2638.0,Company_2638,Food & Beverages,26821.0,547053.0,49197.0,19847.0,46.53569016242088,47.0,Walking,42.501097078665566,No,76.0,Bi-annually,15.04084508140116,1650715.0,Yes,54.0,1.0,0.7665982796193223
2639.0,Company_2639,Pharmaceutical,2419.0,449044.0,49253.0,7183.0,27.68584934140333,43.0,Car,50.340727148897045,No,56.0,Quarterly,16.63171367745985,4221568.0,No,77.0,1.0,0.8837422506159748
2640.0,Company_2640,Pharmaceutical,17421.0,864210.0,10777.0,21070.0,55.65220396855214,55.0,Walking,51.66654188262808,Yes,70.0,Bi-annually,48.4047882739364,1773008.0,Yes,77.0,2.0,0.3755982210231452
2641.0,Company_2641,Pharmaceutical,8012.0,135305.0,20770.0,20291.0,30.318623853957497,88.0,Walking,21.06153994833124,No,72.0,Quarterly,42.99320381746513,3157449.0,Yes,92.0,3.0,0.8686358537717713
2642.0,Company_2642,Pharmaceutical,34809.0,802386.0,3248.0,12265.0,48.9738122444392,58.0,Walking,12.46111358953032,No,54.0,Annually,44.030212824815216,4326493.0,Yes,86.0,2.0,0.5948144043204476
